TRY 30 AccSpecies ID,Species name standardized against TPL,Taxonomic level,Status according to TPL,Genus,Family,Phylogenetic Group within angiosperms,Phylogenetic Group General,Adaptation to terrestrial or aquatic habitats,Woodiness,Growth Form,Succulence,Nutrition type (parasitism),Nutrition type (carnivory),Leaf type,Leaf area (mm2),Leaf area (n.o.),Nmass (mg/g),Nmass (n.o.),LMA (g/m2),LMA (n.o.),Plant height (m),Plant height (n.o.),Diaspore mass (mg),Diaspore mass (n.o.),SSD observed (mg/mm3),SSD (n.o.),LDMC (g/g),LDMC (n.o.),SSD imputed (mg/mm3),SSD combined (mg/mm3),Number of traits with values
3437,Anarrhinum bellidifolium,species,accepted,Anarrhinum,Plantaginaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,465.47,12,NA,NA,66.30401772,10,0.506874561,19,0.04,2,NA,NA,0.18761663,10,0.194181114,0.194181114,5
101741,Anchusa aegyptiaca,species,accepted,Anchusa,Boraginaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1
3455,Anchusa arvensis,species,accepted,Anchusa,Boraginaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1537.47,6,NA,NA,60.16549651,8,0.310494972,27,4.3192,11,NA,NA,0.109544512,4,0.153271324,0.153271324,5
3456,Anchusa azurea,species,accepted,Anchusa,Boraginaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,3611.68,5,NA,NA,52.5210084,5,0.778852041,9,13.8488,9,NA,NA,0.12,5,0.15875,0.15875,5
3459,Anchusa hybrida,species,multiple synonyms,Anchusa,Boraginaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1
3461,Anchusa ochroleuca,species,accepted,Anchusa,Boraginaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,1
3462,Anchusa officinalis,species,accepted,Anchusa,Boraginaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1340.13,10,NA,NA,44.39972082,10,0.494212667,15,5.379,9,NA,NA,0.105830052,10,0.151324947,0.151324947,5
3463,Anchusa undulata,species,accepted,Anchusa,Boraginaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,2.86,8,NA,NA,NA,NA,NA,NA,1
3510,Andrachne telephioides,species,accepted,Andrachne,Phyllanthaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.122474487,3,NA,NA,NA,NA,NA,NA,NA,NA,1
3515,Andromeda polifolia,species,accepted,Andromeda,Ericaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid/shrub,NA,independent,NA,needleleaved,39.87,16,14.47596461,19,134.4942942,33,0.195320494,35,0.1666,14,NA,NA,0.41,5,0.31071,0.31071,6
3553,Andropogon distachyos,species,accepted,Andropogon,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.9,8,0.86,4,NA,NA,NA,NA,NA,NA,2
65551,Androsace adfinis,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036342412,6,NA,NA,NA,NA,NA,NA,NA,NA,1
3643,Androsace alpina,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,45.94024488,3,0.027240699,10,NA,NA,NA,NA,NA,NA,NA,NA,2
74737,Androsace brevis,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024662121,6,NA,NA,NA,NA,NA,NA,NA,NA,1
3644,Androsace chamaejasme,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.021544347,12,0.59,5,NA,NA,NA,NA,NA,NA,2
3645,Androsace elongata,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.023299861,6,NA,NA,NA,NA,NA,NA,NA,NA,1
3646,Androsace hausmannii,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.02,12,NA,NA,NA,NA,NA,NA,NA,NA,1
3647,Androsace helvetica,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.024662121,14,NA,NA,NA,NA,NA,NA,NA,NA,1
3648,Androsace lactea,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,116.5,5,NA,NA,43.06632214,5,0.048614108,14,NA,NA,NA,NA,0.16,5,0.17971,0.17971,4
3649,Androsace maxima,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,87.75,5,NA,NA,41.22011542,5,0.026456135,20,1.5268,28,NA,NA,0.13,5,0.16399,0.16399,5
3650,Androsace obtusifolia,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,28.82,6,NA,NA,26.819,6,0.039148676,14,0.73,4,NA,NA,0.202828,6,0.202151872,0.202151872,5
74747,Androsace pubescens,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024662121,6,NA,NA,NA,NA,NA,NA,NA,NA,1
3652,Androsace septentrionalis,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,17.96,24,19.49,4,41.56819084,24,0.046787589,35,0.1624,9,NA,NA,0.154272486,7,0.176708783,0.176708783,6
3654,Androsace villosa,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,9,1,NA,NA,73.34067233,2,0.03,9,1,12,NA,NA,NA,NA,NA,NA,4
74753,Androsace wulfeniana,species,accepted,Androsace,Primulaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028844991,6,NA,NA,NA,NA,NA,NA,NA,NA,1
3660,Andryala integrifolia,species,accepted,Andryala,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,41.45635697,1,0.362690649,5,0.1859,13,NA,NA,NA,NA,NA,NA,3
3662,Andryala ragusina,species,accepted,Andryala,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,1
3678,Anemone coronaria,species,accepted,Anemone,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.1,4,0.482,14,NA,NA,NA,NA,NA,NA,2
3686,Anemone hortensis,species,accepted,Anemone,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.181712059,4,NA,NA,NA,NA,NA,NA,NA,NA,1
74778,Anemone pavoniana,species,accepted,Anemone,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,NA,1072.7,5,20.82,1,91.30303665,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
3724,Anethum graveolens,species,accepted,Anethum,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,779.84,10,NA,NA,54.1827892,10,0.724961339,18,1.5569,13,NA,NA,0.15,10,0.17447,0.17447,5
3730,Angelica archangelica,species,accepted,Angelica,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,3006.4,18,30.22728117,12,53.86092147,17,1.213954084,20,4.087,12,NA,NA,0.179558564,17,0.189958688,0.189958688,6
65566,Angelica pachycarpa,species,accepted,Angelica,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,3.36,6,NA,NA,NA,NA,NA,NA,1
3738,Angelica sylvestris,species,accepted,Angelica,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,5112.75,9,30.24855209,17,42.56117384,38,0.821214331,70,1.1522,37,NA,NA,0.192801133,26,0.196897793,0.196897793,6
3890,Anoda cristata,species,accepted,Anoda,Malvaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,1.2,1,10.9614,8,NA,NA,NA,NA,NA,NA,2
3903,Anogramma leptophylla,species,accepted,Anogramma,Pteridaceae,non-Angiosperm,Pteridophyte,terrestrial,non-woody,fern,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.074888724,4,NA,NA,NA,NA,NA,NA,NA,NA,1
3919,Anredera cordifolia,species,accepted,Anredera,Basellaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,climber,NA,independent,NA,broadleaved,3189.01,4,NA,NA,39.93371011,2,3.55,1,NA,NA,NA,NA,NA,NA,NA,NA,3
3921,Antennaria alpina,species,accepted,Antennaria,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,33.39,1,18.5025,1,63.12513803,1,0.062469993,5,NA,NA,NA,NA,NA,NA,NA,NA,4
3922,Antennaria carpatica,species,accepted,Antennaria,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,19,2,NA,NA,62.76535224,3,0.088400522,11,0.08,8,NA,NA,0.3,2,0.25307,0.25307,5
3923,Antennaria caucasica,species,accepted,Antennaria,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,75,1,NA,NA,NA,NA,0.08,1,NA,NA,NA,NA,NA,NA,NA,NA,2
3925,Antennaria dioica,species,accepted,Antennaria,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,68.03,17,14.00082516,15,58.22917451,26,0.115299968,31,0.0466,27,NA,NA,0.275787276,18,0.240382532,0.240382532,6
3927,Antennaria lanata,species,accepted,Antennaria,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.01,11,NA,NA,NA,NA,NA,NA,1
3944,Anthemis arvensis,species,accepted,Anthemis,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,246.68,17,17.01,7,44.73229531,22,0.206763294,56,0.6049,26,0.374718,NA,NA,NA,NA,0.374718,6
3948,Anthemis cotula,species,accepted,Anthemis,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1919.84,7,32.73272666,5,53.66663853,10,0.426920522,47,0.4683,17,NA,NA,0.166870666,7,0.183310229,0.183310229,6
3949,Anthemis cretica,species,accepted,Anthemis,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,154.76,1,24.44,1,71.63323782,1,0.25,6,0.69,1,NA,NA,0.17,1,0.18495,0.18495,6
65585,Anthemis cretica subsp. iberica,variety or subspecies,accepted,Anthemis,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.52,6,NA,NA,NA,NA,NA,NA,1
65586,Anthemis maritima,species,accepted,Anthemis,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.173205081,2,1.02,6,NA,NA,NA,NA,NA,NA,2
74986,Anthemis rigida,species,accepted,Anthemis,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,2,NA,NA,NA,NA,NA,NA,NA,NA,1
3956,Anthemis ruthenica,species,accepted,Anthemis,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,315.75,5,NA,NA,32.73322422,5,0.331703997,8,NA,NA,NA,NA,0.13,5,0.16399,0.16399,4
74989,Anthemis secundiramea,species,accepted,Anthemis,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,NA,NA,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,0.173205081,2,NA,NA,NA,NA,NA,NA,NA,NA,1
3979,Anthericum liliago,species,accepted,Anthericum,Asparagaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,3337.25,5,NA,NA,56.11672278,5,0.398080273,28,5.4215,19,NA,NA,0.16,5,0.14477,0.14477,5
3980,Anthericum ramosum,species,accepted,Anthericum,Asparagaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,1733.5,21,12.01549499,3,42.53509145,21,0.437088144,18,4.1978,16,NA,NA,0.16,21,0.14477,0.14477,6
4041,Anthoxanthum amarum,species,accepted,Anthoxantum,Poaceae,Angiosperm_Monocotyledon,Angiosperm,NA,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,28.14249456,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
4026,Anthoxanthum aristatum,species,accepted,Anthoxanthum,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,358.5,8,NA,NA,32.03074952,8,0.164204683,32,0.22,3,NA,NA,0.22,5,0.19805,0.19805,5
4036,Anthoxanthum odoratum,species,accepted,Anthoxanthum,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,341.58,33,19.6240157,126,43.62778304,176,0.228821082,297,0.3945,131,0.200463544,4,NA,NA,NA,0.200463544,6
4042,Anthriscus caucalis,species,accepted,Anthriscus,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,3373.49,16,NA,NA,32.51497,18,0.36431986,31,1.1641,13,NA,NA,0.18444797,16,0.192520736,0.192520736,5
4043,Anthriscus cerefolium,species,accepted,Anthriscus,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,543.75,5,NA,NA,18.50823617,5,0.410335023,18,2.0346,17,NA,NA,0.16,5,0.17971,0.17971,5
4045,Anthriscus sylvestris,species,accepted,Anthriscus,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,720.62,19,27.96636393,33,32.74878695,70,0.83592049,71,4.1188,53,NA,NA,0.20827245,27,0.205004764,0.205004764,6
4061,Anthyllis barba-jovis,species,accepted,Anthyllis,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,657.6,5,24.6315617,3,122.4270765,5,1.732050808,2,4.38,6,NA,NA,NA,NA,NA,NA,5
4063,Anthyllis cytisoides,species,accepted,Anthyllis,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,NA,NA,broadleaved,NA,NA,NA,NA,20.87682672,NA,1.2489996,7,1.8954,13,NA,NA,NA,NA,NA,NA,3
4066,Anthyllis hermanniae,species,accepted,Anthyllis,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,woody,shrub,NA,independent,NA,broadleaved,NA,NA,20.5,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2
65602,Anthyllis montana,species,accepted,Anthyllis,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid/shrub,NA,NA,NA,broadleaved,346,NA,24.1,NA,79.44188535,NA,0.063,12,3.5481,6,NA,NA,0.2826845,NA,0.243267674,0.243267674,6
4072,Anthyllis vulneraria,species,accepted,Anthyllis,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,182.18,29,28.97986824,10,65.64140457,46,0.133414405,60,5.8209,62,NA,NA,0.204140854,32,0.188915471,0.188915471,6
75043,Antirrhinum latifolium,species,accepted,Antirrhinum,Plantaginaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,0.558793253,10,NA,NA,NA,NA,NA,NA,NA,NA,1
4128,Antirrhinum majus,species,accepted,Antirrhinum,Plantaginaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,303,3,NA,NA,64.68205461,10,0.473967783,19,0.1291,31,NA,NA,0.16,2,0.17971,0.17971,5
4133,Antirrhinum siculum,species,accepted,Antirrhinum,Plantaginaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.4,2,0.1,11,NA,NA,NA,NA,NA,NA,2
4169,Apera interrupta,species,accepted,Apera,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,33.17,8,NA,NA,35.04594704,9,0.201453547,25,0.15,2,NA,NA,0.272763634,7,0.244904107,0.244904107,5
4170,Apera spica-venti,species,accepted,Apera,Poaceae,Angiosperm_Monocotyledon,Angiosperm,terrestrial,non-woody,herbaceous graminoid,NA,independent,NA,broadleaved,700,5,NA,NA,44.85294794,6,0.582631214,25,0.1125,16,NA,NA,0.25077,2,0.22537376,0.22537376,5
4185,Aphanes arvensis,species,accepted,Aphanes,Rosaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,38,15,16.460073,3,59.12808243,18,0.109275282,25,0.1469,20,NA,NA,0.26,12,0.23211,0.23211,6
NA,Aphyllanthes monspeliensis,species,accepted,Aphyllanthes,Asparagaceae,Angiosperm_Monocotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,NA,147,NA,23.2875,NA,186.0688329,NA,0.229600474,NA,1.3587,NA,NA,NA,0.277539,NA,0.249144632,0.249144632,6
4208,Apios americana,species,accepted,Apios,Leguminosae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,climber,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.3,5,NA,NA,NA,NA,NA,NA,NA,NA,1
4210,Apium graveolens,species,accepted,Apium,Apiaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,6432,3,NA,NA,55.38912536,4,0.569120265,19,0.3368,28,NA,NA,0.16,2,0.17971,0.17971,5
4291,Aposeris foetida,species,accepted,Aposeris,Compositae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,2903.33,10,25.37,4,17.75,10,0.105846643,14,2.17,8,NA,NA,0.091454,10,0.143791896,0.143791896,6
4321,Aquilegia alpina,species,accepted,Aquilegia,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,0.384850113,6,1,3,NA,NA,NA,NA,NA,NA,2
4322,Aquilegia atrata,species,accepted,Aquilegia,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,10053.39,10,35.80682148,3,17.156,10,0.423570135,12,1.3849,7,NA,NA,0.178117,10,0.189203308,0.189203308,6
65624,Aquilegia barbaricina,species,accepted,Aquilegia,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,1.37,2,NA,NA,NA,NA,NA,NA,1
75097,Aquilegia bertolonii,species,accepted,Aquilegia,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181712059,6,NA,NA,NA,NA,NA,NA,NA,NA,1
4325,Aquilegia einseleana,species,accepted,Aquilegia,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,689.65,10,28.82457764,3,47.408,10,0.151622172,12,0.8585,16,NA,NA,0.22706200000000001,10,0.214850488,0.214850488,6
75108,Aquilegia nigricans,species,accepted,Aquilegia,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576899828,6,NA,NA,NA,NA,NA,NA,NA,NA,1
65629,Aquilegia nugorensis,species,accepted,Aquilegia,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.98,2,NA,NA,NA,NA,NA,NA,1
75110,Aquilegia pyrenaica,species,accepted,Aquilegia,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,422.08,5,31.11,1,35.5072485,5,0.03350369,5,NA,NA,NA,NA,NA,NA,NA,NA,4
4337,Aquilegia vulgaris,species,accepted,Aquilegia,Ranunculaceae,Angiosperm_Magnoliid,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,3108.14,19,23.2,3,38.78807871,21,0.549911317,24,1.4875,38,NA,NA,0.29,2,0.24783,0.24783,6
10312,Arabidopsis arenosa,species,accepted,Arabidopsis,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,128.24,15,NA,NA,36.91733161,15,0.345515983,14,0.0948,24,NA,NA,0.184103282,15,0.19234012,0.19234012,5
10314,Arabidopsis halleri,species,accepted,Arabidopsis,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,285.78,10,NA,NA,26.54944521,10,0.208077851,8,0.1928,15,NA,NA,0.18493242,10,0.192774588,0.192774588,5
10315,Arabidopsis lyrata subsp. petraea,variety or subspecies,accepted,Arabidopsis,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,broadleaved,48,5,NA,NA,31.65558721,5,0.18315003,10,0.1,4,NA,NA,0.13,5,0.16399,0.16399,5
77679,Arabidopsis pedemontana,species,accepted,Arabidopsis,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,NA,non-woody,herbaceous non-graminoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19895286,6,NA,NA,NA,NA,NA,NA,NA,NA,1
4340,Arabidopsis suecica,species,accepted,Arabidopsis,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,579.5,5,NA,NA,32.0410125,5,0.144310722,15,NA,NA,NA,NA,0.14,5,0.16923,0.16923,4
4341,Arabidopsis thaliana,species,accepted,Arabidopsis,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,243.06,15,35.7,210,31.17513074,226,0.126165219,32,0.0162,38,NA,NA,0.099498744,220,0.148007342,0.148007342,6
75116,Arabis allionii,species,accepted,Arabis,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,NA,NA,NA,NA,NA,NA,NA,0.294643585,6,1.35,NA,NA,NA,NA,NA,NA,NA,2
4342,Arabis alpina,species,accepted,Arabis,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,87.65,5,29.4,5,37.55918092,11,0.142231025,26,0.2015,30,NA,NA,0.136124,5,0.167198976,0.167198976,6
4345,Arabis blepharophylla,species,accepted,Arabis,Brassicaceae,Angiosperm_other_Eudicotyledon,Angiosperm,terrestrial,non-woody,herbaceous non-graminoid,NA,independent,NA,broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,0.4693,9,NA,NA,NA,NA,NA,NA,1
