wfo_accepted_name,EIVEres-L,EIVEres-T,EIVEres-M,EIVEres-R,EIVEres-N,Species name standardized against TPL,Genus,Family,Woodiness,Growth Form,Leaf type,Leaf area (mm2),Nmass (mg/g),LMA (g/m2),Plant height (m),Diaspore mass (mg),SSD observed (mg/mm3),SSD combined (mg/mm3),SSD used (mg/mm3),Leaf area (n.o.),Nmass (n.o.),LMA (n.o.),Plant height (n.o.),Diaspore mass (n.o.),SSD (n.o.),ssd_imputed_used,min_records_6traits,Myco_Group_Final
Anthericum ramosum,6.54598372346212,4.43891339053307,3.09646394133085,7.19194356529742,3.176175394267,Anthericum ramosum,Anthericum,Asparagaceae,non-woody,herbaceous non-graminoid,broadleaved,1733.5,12.01549499,42.53509145,0.437088144,4.1978,NA,0.14477,0.14477,21,3,21,18,16,NA,1,3,Pure_NM
Anthoxanthum odoratum,7.00750751502215,4.0703774650767,4.63657252476101,4.34479283247294,3.73498268068642,Anthoxanthum odoratum,Anthoxanthum,Poaceae,non-woody,herbaceous graminoid,broadleaved,341.58,19.6240157,43.62778304,0.228821082,0.3945,0.200463544,0.200463544,0.200463544,33,126,176,297,131,4,0,4,Facultative_AM_NM
Anthriscus sylvestris,6.42881863207881,3.7744615600474,4.56020718396945,6.432461941688,8.14914510451824,Anthriscus sylvestris,Anthriscus,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,720.62,27.96636393,32.74878695,0.83592049,4.1188,NA,0.205004764,0.205004764,19,33,70,71,53,NA,1,19,Facultative_AM_NM
Anthyllis montana,8.1701072787383,4.67932139061518,2.46332476526806,9.24211741298291,2.73066572214149,Anthyllis montana,Anthyllis,Leguminosae,non-woody,herbaceous non-graminoid/shrub,broadleaved,346,24.1,79.44188535,0.063,3.5481,NA,0.243267674,0.243267674,NA,NA,NA,12,6,NA,1,6,NA
Anthyllis vulneraria,8.06299742364047,4.12825548771676,3.14795703117905,7.32140139730324,2.80427846231271,Anthyllis vulneraria,Anthyllis,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,182.18,28.97986824,65.64140457,0.133414405,5.8209,NA,0.188915471,0.188915471,29,10,46,60,62,NA,1,10,Facultative_AM_NM
Aphanes arvensis,6.54785435883195,4.68749695747548,4.38623996304987,4.60930751529039,4.77229541999905,Aphanes arvensis,Aphanes,Rosaceae,non-woody,herbaceous non-graminoid,broadleaved,38,16.460073,59.12808243,0.109275282,0.1469,NA,0.23211,0.23211,15,3,18,25,20,NA,1,3,Facultative_AM_NM
Aphyllanthes monspeliensis,8.06105494080487,5.79325878168374,2.87510433901273,6.13120686088039,2.80881310132484,Aphyllanthes monspeliensis,Aphyllanthes,Asparagaceae,non-woody,herbaceous non-graminoid,NA,147,23.2875,186.0688329,0.229600474,1.3587,NA,0.249144632,0.249144632,NA,NA,NA,NA,NA,NA,1,NA,NA
Aposeris foetida,3.56586036777655,3.23526855234407,4.53049606439452,6.28453788606592,5.29691865977233,Aposeris foetida,Aposeris,Compositae,non-woody,herbaceous non-graminoid,broadleaved,2903.33,25.37,17.75,0.105846643,2.17,NA,0.143791896,0.143791896,10,4,10,14,8,NA,1,4,NA
Aquilegia atrata,5.67290976998237,2.78142744187096,3.6647098522322,8.26228036922352,3.04319356981931,Aquilegia atrata,Aquilegia,Ranunculaceae,non-woody,herbaceous non-graminoid,broadleaved,10053.39,35.80682148,17.156,0.423570135,1.3849,NA,0.189203308,0.189203308,10,3,10,12,7,NA,1,3,NA
Aquilegia einseleana,7.2294513518346,2.28961295416988,4.14275808222861,9.03279841110038,3.20072620777804,Aquilegia einseleana,Aquilegia,Ranunculaceae,non-woody,herbaceous non-graminoid,broadleaved,689.65,28.82457764,47.408,0.151622172,0.8585,NA,0.214850488,0.214850488,10,3,10,12,16,NA,1,3,NA
Aquilegia vulgaris,6.01767561459961,4.38092907956689,3.99939421432389,7.01045205723915,4.41371452709317,Aquilegia vulgaris,Aquilegia,Ranunculaceae,non-woody,herbaceous non-graminoid,broadleaved,3108.14,23.2,38.78807871,0.549911317,1.4875,NA,0.24783,0.24783,19,3,21,24,38,NA,1,3,Facultative_AM_NM
Arabidopsis thaliana,6.98526716599008,4.51140980329274,3.36945812048558,4.90573827431805,4.01298407903798,Arabidopsis thaliana,Arabidopsis,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,243.06,35.7,31.17513074,0.126165219,0.0162,NA,0.148007342,0.148007342,15,210,226,32,38,NA,1,15,Low_Confidence
Arabis alpina,7.44823370380762,2.3190270899036,4.47324595856977,8.8915190294725,3.03280580765121,Arabis alpina,Arabis,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,87.65,29.4,37.55918092,0.142231025,0.2015,NA,0.167198976,0.167198976,5,5,11,26,30,NA,1,5,Pure_NM
Arabis hirsuta,6.96054030099266,3.99258051548796,3.34493782106941,7.57000403038442,3.3625570312898,Arabis hirsuta,Arabis,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,177.46,20,42.89917537,0.37194375,0.0908,NA,0.17971,0.17971,17,6,27,52,79,NA,1,6,Pure_NM
Arbutus unedo,7.43116249208246,6.76930786545513,3.23187081846665,4.30354246532276,2.13724967856774,Arbutus unedo,Arbutus,Ericaceae,woody,tree,broadleaved,1507.07,13.4702585,121.2436013,4.479085749,2.6429,0.78106844,0.78106844,0.78106844,68,217,140,46,28,132,0,28,Pure_ERM
Arctium lappa,7.66785515765473,4.54425799216056,4.62482437521668,6.91669290914844,9.07401763510955,Arctium lappa,Arctium,Compositae,non-woody,herbaceous non-graminoid,broadleaved,6168.92,39.85052573,52.41887636,1.353092712,11.9017,NA,0.198391758,0.198391758,38,3,37,73,23,NA,1,3,Facultative_AM_NM
Arctium minus,7.93974727390536,4.01848127010229,4.30708666432337,6.90591438277227,8.78610782865742,Arctium minus,Arctium,Compositae,non-woody,herbaceous non-graminoid,broadleaved,114187.35,38.39471824,43.14041492,0.721763517,9.3573,NA,0.184956043,0.184956043,23,4,17,56,87,NA,1,4,Facultative_AM_NM
Arenaria aggregata,9.13571075474786,6.43095384119848,2.20136236631483,6.68285051480365,1.95200161677596,Arenaria aggregata,Arenaria,Caryophyllaceae,non-woody,herbaceous non-graminoid/shrub,broadleaved,4.07,19.69849557,103.7013585,0.044005587,0.2706,NA,0.280313904,0.280313904,NA,NA,NA,NA,NA,NA,1,NA,NA
Arenaria serpyllifolia,8.15333739180967,4.22411755072817,3.10476153927686,6.42275807113707,4.47506219768216,Arenaria serpyllifolia,Arenaria,Caryophyllaceae,non-woody,herbaceous non-graminoid,NA,7.33,13.95316174,50.14893137,0.101810568,0.0671,0.12,0.12,0.12,NA,NA,NA,NA,NA,NA,0,NA,Pure_NM
Aristida adscensionis,9.77069673968158,8.49672931605781,0.380781032888898,8.3768311260702,4.7927388810181,Aristida adscensionis,Aristida,Poaceae,non-woody,herbaceous graminoid,broadleaved,70.2,16.3835793,82.30452675,0.303696547,0.6064,NA,0.34278758,0.34278758,6,23,8,9,11,NA,1,6,Facultative_AM_NM
Armeria maritima,8.10134348021673,3.86730155651373,4.95646538463338,5.24137164644624,3.42280867113479,Armeria maritima,Armeria,Plumbaginaceae,non-woody,herbaceous non-graminoid,broadleaved,129.06,17,68.95190272,0.156296356,1.4075,NA,0.190044332,0.190044332,22,3,31,28,38,NA,1,3,Facultative_AM_NM
Arnica montana,8.4304557054486,3.19293260421072,4.74200180965912,3.09463188005643,2.20937268258829,Arnica montana,Arnica,Compositae,non-woody,herbaceous non-graminoid,broadleaved,1601.5,17.90566083,54.33574684,0.303029692,1.67,NA,0.15875,0.15875,11,4,21,17,6,NA,1,4,Facultative_AM_NM
Arrhenatherum elatius,7.6479641641583,4.28147022815983,4.34396316567172,6.68622793117189,6.88939528416676,Arrhenatherum elatius,Arrhenatherum,Poaceae,non-woody,herbaceous graminoid,broadleaved,856.74,31.34214355,36.07125738,0.797588917,2.7384,0.172642667,0.172642667,0.172642667,12,39,88,126,71,4,0,4,Facultative_AM_NM
Artemisia absinthium,8.7170503874222,4.6440073957692,3.36277285134661,6.73704590741209,7.35701788876031,Artemisia absinthium,Artemisia,Compositae,non-woody,herbaceous non-graminoid,broadleaved,1032.69,22.1,37.61136861,0.743419208,0.1047,NA,0.208499531,0.208499531,10,2,12,27,23,NA,1,2,Facultative_AM_NM
Artemisia campestris,8.68994682198917,4.92936232308747,2.73617273241679,6.04899493697093,2.94876046244199,Artemisia campestris,Artemisia,Compositae,non-woody,herbaceous non-graminoid,broadleaved,178.14,18.88,64.6623949,0.499035,0.1218,NA,0.19192608,0.19192608,31,6,33,45,31,NA,1,6,Pure_AM
Artemisia dracunculus,7.43932900130421,4.97434220148335,4.02857708907968,6.42218608279849,6.81627145648695,Artemisia dracunculus,Artemisia,Compositae,non-woody,herbaceous non-graminoid,broadleaved,87.72,25.48,59.88023952,0.788412343,0.115,0.257765583,0.257765583,0.257765583,22,5,20,31,16,5,0,5,Facultative_AM_NM
Artemisia vulgaris,7.48116090504873,4.52780586759076,4.12534486946587,6.32716588541547,7.56276610289228,Artemisia vulgaris,Artemisia,Compositae,non-woody,herbaceous non-graminoid,broadleaved,2373.93,32.24715491,42.30159285,1.376779048,0.1439,NA,0.222215699,0.222215699,21,6,27,39,22,NA,1,6,Facultative_AM_NM
Arum maculatum,2.58314353565656,4.58655869310811,5.38816669337918,7.24589645247074,7.65320414363865,Arum maculatum,Arum,Araceae,non-woody,herbaceous non-graminoid,broadleaved,9170.61,42.30957338,30.34971214,0.233156255,34.9566,NA,0.103244576,0.103244576,8,2,10,19,20,NA,1,2,Facultative_AM_NM
Aruncus dioicus,3.2073291923323,3.6617798531433,5.37941212634077,5.7927925431573,7.78216214419762,Aruncus dioicus,Aruncus,Rosaceae,non-woody,herbaceous non-graminoid,broadleaved,97188.52,41.37404677,23.66192807,1.103405285,0.0881,NA,0.198016405,0.198016405,20,3,20,12,34,NA,1,3,NA
Arundo donax,7.76363621442142,7.3249186956889,5.71463254926002,6.69429646586868,7.20805577209342,Arundo donax,Arundo,Poaceae,woody,herbaceous graminoid,broadleaved,15233.18,24.77762689,80.704,2.74,0.1,NA,0.341259536,0.341259536,16,3,16,9,4,NA,1,3,Facultative_AM_NM
Asarum europaeum,2.37645956652745,4.25758770930867,4.71554954863194,7.3460426229216,6.0657072613877,Asarum europaeum,Asarum,Aristolochiaceae,non-woody,herbaceous non-graminoid,broadleaved,2991.83,27.29095324,37.66456703,0.073562125,3.5633,NA,0.166561465,0.166561465,20,9,20,15,9,NA,1,9,Pure_AM
Asclepias syriaca,7.47399440031834,5.37217595075821,4.04399325818474,6.39237597080752,5.09034282246161,Asclepias syriaca,Asclepias,Apocynaceae,non-woody,herbaceous non-graminoid,broadleaved,6376.17,19.52016511,62.98234491,0.916433603,5.5249,NA,0.198181187,0.198181187,91,15,106,120,39,NA,1,15,Facultative_AM_NM
Aster alpinus,8.75329754559762,1.69690830959437,3.89445194411482,6.82402013085084,2.50944133153195,Aster alpinus,Aster,Compositae,non-woody,herbaceous non-graminoid,broadleaved,164.63,28.4,61.462815,0.073998886,0.5131,NA,0.23735,0.23735,1,1,1,15,10,NA,1,1,Pure_AM
Aster amellus,7.04361247544978,4.37408724070719,3.38461950281472,8.31444701336738,3.07910102827674,Aster amellus,Aster,Compositae,non-woody,herbaceous non-graminoid,broadleaved,501.56,21.1,75.24844505,0.264562939,0.6469,NA,0.20067,0.20067,23,5,27,14,14,NA,1,5,Pure_NM
Astragalus alpinus,8.95659703385253,1.10764578332273,3.81596586141482,5.97639654825893,1.96808689220427,Astragalus alpinus,Astragalus,Leguminosae,non-woody,herbaceous non-graminoid,broadleaved,24.46,46.12140972,40.56445832,0.088078614,2.15,NA,0.17221,0.17221,17,28,25,29,6,NA,1,6,Facultative_AM_NM
Astrantia major,5.58710489072154,2.97134597574895,5.09900417502926,7.36975286943178,5.35692381568265,Astrantia major,Astrantia,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,9997.83,35.34987977,42.26308506,0.436614023,3.1667,0.0938553,0.0938553,0.0938553,20,9,26,24,12,NA,0,9,Facultative_AM_NM
Atriplex littoralis,9.14602479740097,4.84396357138177,4.42062297277322,7.12978399959764,8.40304200481335,Atriplex littoralis,Atriplex,Amaranthaceae,non-woody,herbaceous non-graminoid/shrub,broadleaved,651.71,28.85,67.0589149,0.634884049,1.3961,NA,0.150244466,0.150244466,15,5,20,33,11,NA,1,5,Pure_NM
Avena barbata,7.87494963950355,6.55597382170357,2.76271132864688,6.81850645709866,5.6651691494662,Avena barbata,Avena,Poaceae,non-woody,herbaceous graminoid,broadleaved,119,21.33564363,52.15,0.493933849,7.2355,0.215,0.215,0.215,29,13,60,59,52,NA,0,13,Pure_NM
Avena fatua,6.98913701401529,4.91458419710423,3.73492290819053,7.10811710831117,5.40993797481915,Avena fatua,Avena,Poaceae,non-woody,herbaceous graminoid,broadleaved,5179.67,28.3,50.71747921,0.819283089,14.8294,NA,0.206825572,0.206825572,15,6,18,35,39,NA,1,6,Facultative_AM_NM
Avena sativa,7.7851648879695,4.67321662958194,4.08107879920082,5.97534596604939,7.26261238435193,Avena sativa,Avena,Poaceae,non-woody,herbaceous graminoid,broadleaved,4344.5,50.3,49.80366871,0.957666086,31.9584,NA,0.17141,0.17141,5,NA,7,18,18,NA,1,5,Facultative_AM_NM
Avena sterilis,7.68490793391403,6.28560691493908,3.11802087399211,6.68774844541814,5.87196237166978,Avena sterilis,Avena,Poaceae,non-woody,herbaceous graminoid,broadleaved,1204.13,21.82273206,42.52854407,0.574382037,19.3508,NA,0.187197966,0.187197966,16,19,34,58,22,NA,1,16,Pure_NM
Bartsia alpina,7.9937115126883604,1.79774828712921,6.2222534475295,6.91781097072822,3.20360676503137,Bartsia alpina,Bartsia,Orobanchaceae,non-woody,herbaceous non-graminoid,broadleaved,185.88,20.52223543,60.38346326,0.157454769,0.2916,NA,0.19543,0.19543,21,34,39,37,26,NA,1,21,Facultative_AM_NM
Bassia prostrata,9.22939348348678,5.96943306616146,2.53809924277577,7.22950854929119,3.67356667823638,Bassia prostrata,Bassia,Amaranthaceae,non-woody,herbaceous non-graminoid/shrub,broadleaved,440.5,30.08315767,51.63955762,0.341712059,0.44,NA,0.257282725,0.257282725,7,30,12,10,11,NA,1,7,Pure_NM
Bassia scoparia,8.28735352337641,5.4193864647602,3.55472971687337,6.01102480552061,6.32804538962334,Bassia scoparia,Bassia,Amaranthaceae,non-woody,herbaceous non-graminoid,broadleaved,44.62,33.62809372,37.44433268,0.972776008,1.0959,NA,0.191920787,0.191920787,9,1,11,23,13,NA,1,1,Pure_NM
Bellis perennis,7.89624701487246,4.20716145953327,4.56339775250534,5.82778242951483,5.50064302195737,Bellis perennis,Bellis,Compositae,non-woody,herbaceous non-graminoid,broadleaved,358.55,25.00600463,33.08750673,0.05307153,0.1207,0.1025058,0.1025058,0.1025058,15,15,38,71,37,NA,0,15,Facultative_AM_NM
Berberis vulgaris,6.92193877134833,4.45195824561395,3.35360498328178,7.82156441527732,3.24613731075841,Berberis vulgaris,Berberis,Berberidaceae,woody,shrub,broadleaved,380.87,22.55413479,78.41982715,1.866135734,13.7885,0.737563557,0.737563557,0.737563557,51,23,79,68,26,4,0,4,Facultative_AM_NM
Berteroa incana,8.67552562968009,4.48547165968068,2.9916225798992,6.20809294665965,4.41334579692802,Berteroa incana,Berteroa,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,152.2,18.76274191,49.6691894,0.444821172,0.597,NA,0.214931568,0.214931568,17,3,18,55,26,NA,1,3,Pure_NM
Berula erecta,7.36184275860915,4.40548021340805,8.22235452050568,7.5701383726356,6.35162463766464,Berula erecta,Berula,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,3491.93,40.26564483,27.7860358,0.833229506,0.5569,NA,0.141850813,0.141850813,18,3,18,28,15,NA,1,3,Pure_NM
Betula alleghaniensis,5.05345341759499,4.89106420272579,5.70443442454531,NA,NA,Betula alleghaniensis,Betula,Betulaceae,woody,tree,broadleaved,3174.32,20.95187702,29.13299987,29.04358241,0.8352,0.66,0.66,0.66,13,130,40,21,30,2,0,2,Pure_EM
Betula papyrifera,5.74785173738813,3.67464318856371,5.70443442454531,4.86498670931644,3.0382879352169,Betula papyrifera,Betula,Betulaceae,woody,tree,broadleaved,2536.38,23.83371477,63.58402842,14.69789012,0.3278,0.559912529,0.559912529,0.559912529,82,226,164,79,39,2,0,2,Pure_EM
Betula pendula,7.27230451656929,4.16559943927569,3.92332936390958,3.76519093039289,2.67340602816581,Betula pendula,Betula,Betulaceae,woody,tree,broadleaved,1135.68,25.13823231,69.70847257,12.02472958,0.6869,0.612871745,0.612871745,0.612871745,140,238,358,6113,75,191,0,75,Pure_EM
Betula pubescens,6.74660952196029,3.09816332570808,6.29078737752319,3.27609526480934,3.44119227997779,Betula pubescens,Betula,Betulaceae,woody,tree,broadleaved,1327.98,18.86017653,71.44771292,12.58861924,0.2045,0.518714775,0.518714775,0.518714775,14,45,48,70,41,8,0,8,Pure_EM
Bidens frondosa,7.05145964328065,5.07825214481115,6.75107882855547,6.54877571518319,8.02127679264977,Bidens frondosa,Bidens,Compositae,non-woody,herbaceous non-graminoid,broadleaved,1089.7,25.06,35.77047514,0.526936585,3.8654,0.16,0.16,0.16,21,6,30,29,32,3,0,3,Pure_NM
Bidens tripartita,7.84985078493453,4.36242822640673,6.70443830971937,6.13337200095204,8.22860914949911,Bidens tripartita,Bidens,Compositae,non-woody,herbaceous non-graminoid,broadleaved,2289.45,23.54497856,32.31734098,0.507338078,2.4549,NA,0.172341489,0.172341489,21,3,25,26,27,NA,1,3,Facultative_AM_NM
Biscutella laevigata,8.0505050358893,3.96247799932172,3.28511321925329,7.83779266053687,2.04560756877943,Biscutella laevigata,Biscutella,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,877.94,30.95,52.65735113,0.220140707,4.3149,NA,0.158197704,0.158197704,10,5,12,28,28,NA,1,5,Facultative_AM_NM
Blackstonia perfoliata,7.9837287618091,5.48987650781187,4.99419219455199,7.84229630650184,3.11901376024484,Blackstonia perfoliata,Blackstonia,Gentianaceae,non-woody,herbaceous non-graminoid,broadleaved,274.57,16.49738418,41.45303581,0.249970773,0.0103,NA,0.188296424,0.188296424,7,7,14,35,25,NA,1,7,Facultative_AM_NM
Blysmus compressus,7.40386135244618,3.89909382036185,6.51453749894324,7.37242056919174,3.50625528516387,Blysmus compressus,Blysmus,Cyperaceae,non-woody,herbaceous graminoid,broadleaved,278.86,22.36,68.21317315,0.239348307,0.5327,NA,0.25133,0.25133,7,1,6,16,5,NA,1,1,Pure_NM
Blysmus rufus,7.90402377791663,4.23170863912067,6.28858308328661,7.22363942883801,4.0539868379249,Blysmus rufus,Blysmus,Cyperaceae,non-woody,herbaceous graminoid,broadleaved,45.5,15.09,105.374078,0.152338461,1.0533,NA,0.26021,0.26021,5,5,5,9,7,NA,1,5,NA
Bothriochloa ischaemum,8.90947829079188,5.73328164421391,2.69674904960549,7.34752874087605,3.20747052930915,Bothriochloa ischaemum,Bothriochloa,Poaceae,non-woody,herbaceous graminoid,broadleaved,194.8,14.30299412,42.56407415,0.359875153,0.6307,0.229738,0.229738,0.229738,1,11,6,11,9,NA,0,1,Facultative_AM_NM
Brachypodium distachyon,7.88438504282743,6.80095543390357,2.53884968257336,7.33677132314415,3.65794108682763,Brachypodium distachyon,Brachypodium,Poaceae,non-woody,herbaceous graminoid,broadleaved,50.33,16.72197632,36.53350835,0.156714827,2.6642,NA,0.289950573,0.289950573,4,14,30,42,40,NA,1,4,Facultative_AM_NM
Brachypodium phoenicoides,8.00143211359167,5.95206280455503,2.92392734696556,6.67595491464197,3.3863848179265,Brachypodium phoenicoides,Brachypodium,Poaceae,non-woody,herbaceous graminoid,broadleaved,797.45,15.41574525,74.33063503,0.368116967,2.8269,0.3095,0.3095,0.3095,9,23,35,36,26,NA,0,9,Low_Confidence
Brachypodium pinnatum,7.07919781297035,4.30682876260342,3.5549040920168,7.28425510289238,3.61676027056959,Brachypodium pinnatum,Brachypodium,Poaceae,non-woody,herbaceous graminoid,broadleaved,1241.14,20.75448563,40.03502358,0.533579549,2.7009,NA,0.301621537,0.301621537,NA,NA,NA,NA,NA,NA,1,NA,Facultative_AM_NM
Brachypodium retusum,8.12680830038045,6.65771702481759,2.58663361463984,7.12956575276803,2.27558214190428,Brachypodium retusum,Brachypodium,Poaceae,non-woody,herbaceous graminoid,broadleaved,60.08,12.53507447,105.7264526,0.394870097,2.991,NA,0.43695308,0.43695308,47,6,49,91,3,NA,1,3,NA
Brachypodium sylvaticum,4.0064064462985,4.3843540525989,4.67483611569798,6.41342379672394,5.71308550230793,Brachypodium sylvaticum,Brachypodium,Poaceae,non-woody,herbaceous graminoid,broadleaved,2195.1,21.55478627,23.11769611,0.662248163,1.5549,0.292923,0.292923,0.292923,56,20,56,68,30,NA,0,20,Facultative_AM_NM
Brassica oleracea,8.14859969802703,5.54055925131764,4.59624111213655,6.40966274675561,8.26211174519007,Brassica oleracea,Brassica,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,1658.16,48.2,38.19519769,0.640915612,3.8173,NA,0.12207,0.12207,8,NA,14,19,152,NA,1,8,Pure_NM
Briza media,7.86749149997568,3.87934055222851,4.30895899492131,5.85535721532622,2.57944573242335,Briza media,Briza,Poaceae,non-woody,herbaceous graminoid,broadleaved,292.35,17.6885645,46.2333095,0.360293395,0.3711,0.27986555,0.27986555,0.27986555,NA,NA,NA,NA,NA,NA,0,NA,Facultative_AM_NM
Bromus arvensis,6.72847816845049,4.67186551215559,3.66576175931083,7.47807145539447,4.98116390259484,Bromus arvensis,Bromus,Poaceae,non-woody,herbaceous graminoid,broadleaved,1085,25.29,55.23193085,0.479438803,1.9094,NA,0.24245,0.24245,5,1,8,29,20,NA,1,1,Pure_NM
Bromus catharticus,7.45460641167711,5.93187655184523,3.38405601579124,7.18896863266602,6.51733491482244,Bromus catharticus,Bromus,Poaceae,non-woody,herbaceous graminoid,broadleaved,1105.92,39.48523293,56.95876993,0.626194295,8.2705,NA,0.252792536,0.252792536,10,3,13,NA,10,NA,1,3,NA
Bromus erectus,7.62544469541229,4.14059325648029,3.1606358448806,7.61456370718535,2.5333025009942,Bromus erectus,Bromus,Poaceae,non-woody,herbaceous graminoid,broadleaved,482.06,16.27210122,58.25197973,0.623384111,3.9142,0.35271,0.35271,0.35271,NA,NA,NA,NA,NA,NA,0,NA,NA
Bromus hordeaceus,7.31186940696249,4.63468323678853,4.10482558933103,5.8959698351939,4.81165813358377,Bromus hordeaceus,Bromus,Poaceae,non-woody,herbaceous graminoid,broadleaved,175.18,25.02735031,45.60779163,0.219314702,2.0545,0.23510105,0.23510105,0.23510105,NA,NA,NA,NA,NA,NA,0,NA,Facultative_AM_NM
Bromus inermis,7.8426837704242,4.54932757656816,3.60500654860509,7.79625708794234,5.21880240763288,Bromus inermis,Bromus,Poaceae,non-woody,herbaceous graminoid,broadleaved,1111.67,20.28454624,53.63954545,0.876594278,2.8865,NA,0.304206553,0.304206553,394,19,430,379,30,NA,1,19,NA
Bromus lanceolatus,7.55785703999141,6.67813337181127,2.87760038564455,7.00112693955854,5.92390397010276,Bromus lanceolatus,Bromus,Poaceae,non-woody,herbaceous graminoid,broadleaved,83.34,21.16858511,36.99258917,0.352806194,2.7367,NA,0.242858263,0.242858263,6,17,36,34,20,NA,1,6,Pure_AM
Bromus madritensis,7.99724288667195,6.2325304667834,2.18731160640024,6.7877476223798,5.14805673723682,Bromus madritensis,Bromus,Poaceae,non-woody,herbaceous graminoid,broadleaved,122.5,19.0733322,32.38528154,0.183197828,2.2502,0.228,0.228,0.228,13,17,37,44,33,NA,0,13,NA
Bromus ramosus,4.98186107370961,4.49248653686113,4.61794410760586,7.23904291600255,6.42799277397647,Bromus ramosus,Bromus,Poaceae,non-woody,herbaceous graminoid,broadleaved,3510.58,29.9,40.81633546,1.093282034,6.7745,NA,0.221833952,0.221833952,7,11,26,9,29,NA,1,7,NA
Bromus rigidus,8.35038231025955,5.99762971164068,2.71992337678615,7.34694083463548,6.14628086588169,Bromus rigidus,Bromus,Poaceae,non-woody,herbaceous graminoid,broadleaved,684.85,18.63283372,46.11584758,0.481712059,10.32,NA,0.219253414,0.219253414,10,3,10,6,1,NA,1,1,NA
Bromus sterilis,7.06798991662525,5.00132145542858,3.29599339747215,6.35750121427567,6.15245998323488,Bromus sterilis,Bromus,Poaceae,non-woody,herbaceous graminoid,broadleaved,490.07,25.41,30.36356173,0.553433487,7.1018,0.348523,0.348523,0.348523,16,7,46,51,26,NA,0,7,NA
Bromus tectorum,8.25712261770726,4.95761176370344,2.65916506075132,7.20038068357944,4.55020122751798,Bromus tectorum,Bromus,Poaceae,non-woody,herbaceous graminoid,broadleaved,288.69,21.77303837,38.99342349,0.366621768,3.1465,0.307185,0.307185,0.307185,29,10,40,68,51,5,0,5,NA
Bromus variegatus,7.45868626769425,2.51967478749518,4.40872970377336,5.68716360525586,3.34877226823573,Bromus variegatus,Bromus,Poaceae,non-woody,herbaceous graminoid,broadleaved,154.12,22.79,64.93506494,0.08,2.58,NA,0.28685,0.28685,3,1,1,2,1,NA,1,1,NA
Broussonetia papyrifera,6.81802500273906,6.06638742864519,4.51155046704283,5.35712266846719,5.10279167831025,Broussonetia papyrifera,Broussonetia,Moraceae,woody,tree,broadleaved,18166.75,31.43061365,45.44460057,7.204194964,1.6097,0.29,0.29,0.29,10,6,8,14,25,2,0,2,Pure_NM
Buglossoides arvensis,6.32787039902384,4.80237519162181,3.45900466046109,6.9410073499251,5.54190073111045,Buglossoides arvensis,Buglossoides,Boraginaceae,non-woody,herbaceous non-graminoid,broadleaved,142.5,37.70412483,42.04127339,0.237689736,5.6169,NA,0.17728126,0.17728126,11,3,13,9,8,NA,1,3,Pure_NM
Bunias orientalis,6.7240156016904304,4.52976601956487,3.94966320931971,7.14986167452404,5.630347532447,Bunias orientalis,Bunias,Brassicaceae,non-woody,herbaceous non-graminoid,broadleaved,4577.62,51.6,42.37348086,0.591926289,25.3893,NA,0.171442355,0.171442355,12,2,16,27,12,NA,1,2,Pure_NM
Buphthalmum salicifolium,7.53849659686912,3.72610331838636,3.75016193423433,8.12648653219637,3.1388640555409,Buphthalmum salicifolium,Buphthalmum,Compositae,non-woody,herbaceous non-graminoid,broadleaved,914,19.73130707,38.88024883,0.402977859,0.4171,NA,0.19019,0.19019,21,3,21,26,11,NA,1,3,NA
Bupleurum baldense,8.8377040650845,6.02408399593767,2.4124648898833,8.08840789914849,1.91591982455484,Bupleurum baldense,Bupleurum,Apiaceae,non-woody,herbaceous non-graminoid,NA,32,18.9,62.08480785,0.067152238,0.3926,NA,0.268160152,0.268160152,NA,NA,NA,NA,NA,NA,1,NA,Pure_NM
Bupleurum falcatum,6.13974981543289,4.71457923176708,2.91910661290349,8.23729604607361,3.11019819624326,Bupleurum falcatum,Bupleurum,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,741.16,16.26901,53.2219467,0.541918757,2.913,NA,0.238807065,0.238807065,12,1,12,40,31,NA,1,1,Pure_AM
Bupleurum ranunculoides,8.41211502857502,2.29164903614653,3.57435133884636,8.58848623193687,2.59994810941998,Bupleurum ranunculoides,Bupleurum,Apiaceae,non-woody,herbaceous non-graminoid,broadleaved,341.83,20.21840885,100.813,0.238110158,1.55,NA,0.262586364,0.262586364,15,3,15,14,8,NA,1,3,NA
Buxus sempervirens,4.07307317095772,6.17048876537169,3.60203281950888,8.04671235310935,4.14018014196843,Buxus sempervirens,Buxus,Buxaceae,woody,shrub,broadleaved,134.81,17.56816172,118.1440419,2.379866706,12.908,0.78,0.78,0.78,87,25,131,58,30,4,0,4,Facultative_AM_NM
